gold_id,span,type,our_status,our_uri,our_label,our_score,job_id,company,title,city,langs,context,judgment,gold_uri,gold_notes
93,商务报价流程,K,no_match,custom:knowledge/80b78e638f60,[CUSTOM] 商务报价流程 (self-defined),0.0,4983,沈阳道达汽车饰件有限公司,商务客户经理,沈阳,德语,"1、项目报价过程中,分析各产品成本构成，确定报价方案；
2、同客户进行沟通，及时将客户的意见和建议内部进行反馈和传达；
3、客户端维护；
4、市场信息调研，市场拓展，及时掌握行业动态；
5、货款跟踪。
 任职要求：
1、汽车行业工作经验3-5年，能够进行独立的@@商务谈判##[S]；
2、熟悉相关的@@法律法规##[K]，能够独立@@编制、审核合同及协议##[S]；
3、熟悉@@商务报价流程##[",,,
94,俄罗斯、欧盟、中国港澳等不同市场的政策,K,no_match,custom:knowledge/b3f51c69d89a,[CUSTOM] 俄罗斯、欧盟、中国港澳等不同市场的政策 (self-defined),0.4871,4657,深圳歌力思服饰股份有限公司,服装外贸跟单专员/主管,深圳,通用小语种,"工作内容：
1. 负责跟进服装进出口订单的执行情况，确保订单流程顺畅无阻。
2. 与生产部门（PMC）协调并安排订单生产，跟踪订单进度及出货情况。
3. 主动与国外合作伙伴@@沟通##[T]需求，并确保各项需求得到妥善安排和落实。
4. 协助处理集团不同品牌境外店铺（如港澳地区）与内地总仓库之间商品调拨相关的海关事务。
5. 独立解决执行中遇到的各类问题，包括样衣确认、报价单确认、货期和订单细节等",,,
95,ISO/IEC17025,K,no_match,custom:knowledge/1016f760204f,[CUSTOM] ISO/IEC17025 (self-defined),0.0,2265,衢州华友钴新材料有限公司,研发质量部长(004360),衢州,日语,"岗位职责:
一、研前驱体究院质量管理计划
1、协助研发品质部完成策划质量目标和重点工作的实现计划；
2、协助研发品质部完成质量保证模块工作策划与分配。
二、研究院管理体系建立、保持和改进
1、根据适用标准和法规建立研究院质量、环境、安全及其他管理流程与规定；
2、通过绩效监视、内外审、巡查等监视研究院各管理体系运行；
3、协助各体系归口单位持续优化设计开发及关联过程流程与规定。
三、开发质量管理
",,,
96,Coding Conventions,K,no_match,custom:knowledge/8a69a21fb30a,[CUSTOM] Coding Conventions (self-defined),0.0,1195,上海康德弘翼医学临床研究有限公司,Drug Safety Supervisor药物安全主管,北京,日语,"工作职责:
1. Achieves successful delivery of safety management services meeting internal and external client needs.
61 Serves as the primary client liaison for drug safety management issues.
61 Tracks com",,,
97,熟悉稀土永磁材料相关知识,K,no_match,custom:knowledge/41eb0e68b003,[CUSTOM] 熟悉稀土永磁材料相关知识 (self-defined),0.0,599,宁波韵升股份有限公司,销售经理,宁波,德语,"1、负责钕铁硼磁性材料市场开拓与维护工作,完成公司下达的销售任务及目标；
2、对区域市场的经营策略制定和实施负责客户谈判,签订和销售合同,跟踪并反馈客户信息和客户需求；
3、对客户进行拜访,建立良好的客情关系,积极处理客户的投诉；
4、了解所在地区行业状况和客户情况,协助相关部门解决突发事件,做好客户服务；
5、协调内部各部门资源,保证项目顺利推进,及时解决问题,保障项目正常运营；
6、收集市场需",,,
98,行业发展趋势,K,no_match,custom:knowledge/06bfb20c839a,[CUSTOM] 行业发展趋势 (self-defined),0.0,2243,广州安道拓汽车座椅有限公司,VAVE&对标主管工程师,广州,日语,"岗位职责：
1. 项目获取：根据客户报价包要求，提供所需的对标分析和VAVE提案，配合完成工程报价方案，并通过客户的工程方案技术评审；
2. 项目开发支持：根据项目节点情况，在设计开发阶段完成相应的对标分析，并提供VAVE方案，以实现设计成本最优化；
3. 产品价值工程：根据公司级别成本节约目标，负责和推动SDT共同推进VAVE提案，验证，实施，并完成公司年度目标；
4. 产品对标：紧跟市场热点，",,,
99,熟悉家居产品领域,K,no_match,custom:knowledge/c3b11c3155a0,[CUSTOM] 熟悉家居产品领域 (self-defined),0.4813,2738,致欧家居科技股份有限公司,法语客户关系管理(V3443),郑州,法语,"职位描述：
1：@@售前、售中问题解答##[S]：通过邮件@@回复客户的咨询##[S]，@@解答关于产品特性、订单信息、物流状态等问题##[S]；
2：@@售后问题处理##[S]：@@跟踪处理客户投诉和问题##[S]，@@及时提供解决方案##[S]并@@跟进处理进展##[S]；
3：@@信息反馈##[S]：@@识别问题类型并准确分类##[S]；与其他部门密切@@合作##[T]，@@及时反馈客户意见",,,
100,WCCA,K,no_match,custom:knowledge/1df16763f4e4,[CUSTOM] WCCA (self-defined),0.0,2558,宁波均胜群英汽车系统股份有限公司,硬件工程师 (MJ001086),南京,"德语, 日语, 通用小语种","任职资格：
1、Education教育背景： 本科及以上学历，电子或计算机相关专业
2、Work experience工作经验：电子、电气及相关专业大学本科及以上学历，至少有3年@@开发经验##[S]，有@@BMS开发经验##[S]优先考虑；
3、Professional knowledge and skills专业知识与技能：熟悉@@模拟电路##[K]、@@数字电路##[K]，掌握各类@@电子电",,,
101,设备安装,S,matched,http://data.europa.eu/esco/skill/861cc783-6d4c-442e-9081-3a6e389be454,install electronic communication equipment,0.693,1876,深圳麦逊电子有限公司,海外售后工程师,深圳,泰语,"岗位职责：
AVI 外观产品的@@设备安装##[S]、@@培训##[S]、@@维护##[S]和@@AI图片收集处理##[S]等工作
任职要求：
1.具备@@英语日常口语沟通能力##[L]或会@@泰语##[L]，必备条件，应届毕业生相关专业均可（大专及以上学历@@机械设计##[K]或者@@自动化##[K]专业）
2.有@@电气经验##[K]和专业。
3.具备@@电脑及软件知识##[K]和@@软件调试",,,
102,竞争对手的动向调查,S,matched,http://data.europa.eu/esco/skill/a572fd00-6735-428b-9fb1-fd2bf6262b21,monitor online competitors,0.49,44,深圳新宙邦科技股份有限公司,客户经理（国际方向）,深圳,"日语, 韩语","岗位职责：
1.根据部门总体销售计划，@@制定产品市场开发目标及销售计划##[S]，提交@@月度/季度/年度销售总结分析报告##[S]，以完成销售目标。
2.@@确认国际客户需求##[S]，并向相关部门@@反馈国际客户需求##[S]，确保国际客户需求得到满足；
3.@@确认国际销售合同订单及价格##[S]，@@协调公司内部关于交付相关事项##[S]，提供@@国际客户异常处理方案##[S]，确保销售",,,
103,起草和复核工艺规程,S,matched,http://data.europa.eu/esco/skill/2c28fc20-8a60-4311-8899-5ef8729c05b3,design process,0.643,2375,安徽皓元药业有限公司,项目工程师,马鞍山,通用小语种,"1、良好的@@跨部门沟通协作能力##[T]和@@中英双语文件处理能力##[L]。
2、良好的@@GMP意识##[K]，@@药学法规##[K]方面和@@公司SOP##[K]有良好的了解和掌握。
3、具备一定@@客户沟通能力##[T]和@@团队管理能力##[T]。
4、根据GMP生产计划，@@主导落实技术转移过程风险评估##[S]。5、@@负责对研发转移的技术资料进行深度审核##[S]。
6、特殊要求",,,
104,对日软件开发,S,matched,http://data.europa.eu/esco/skill/83b33952-3872-46ec-9a2e-b28f91303a7e,oversee development of software,0.785,779,江苏海隆软件技术有限公司,[急聘]对日软件开发项目经理（PM）,南京,日语,"岗位职责：
1、从事@@对日大型应用软件系统的设计##[S]、@@开发##[S]和@@测试##[S]等工作；
2、根据对日软件项目的提案，@@制定详细的项目实施计划##[S]；
3、有效的@@控制整个开发过程的进度和质量##[S]，确保@@设计##[S]、@@实现##[S]、@@测试工作##[S]按时保质完成；
4、@@解决项目/模块团队工作中的常规技术问题##[S]；
5、在日常工作中注重@@总",,,
105,业务信息管理,S,matched,http://data.europa.eu/esco/skill/41bf7ede-fc84-4a57-8c89-b548d11b0ba1,manage business knowledge,0.659,2316,宁波博雅聚力新材料科技有限公司,销售经理-PI热控膜,宁波,韩语,"岗位职责：
1.负责产品的@@宣传##[S]与@@推广##[S]；
2.负责@@客户渠道开发##[S]及@@拓展##[S]；
3.@@开发##[S]和@@维护客户关系##[S],参加@@行业峰会##[S]和@@展会##[S];负责所担当客户的@@业务信息管理##[S]、@@月度进展总结##[S]和@@分析##[S]:
4.负责@@销售合同签订##[S]、@@回款##[S]等工作。
任职要求：
1.",,,
106,客户服务质量,S,matched,http://data.europa.eu/esco/skill/a15dab55-f1da-4f85-ae3e-2b5c5b5333ca,provide high quality customer service,0.659,304,苏州禾昌聚合材料股份有限公司,韩语销售,苏州,韩语,"【工作内容】
- 协助@@开发与维护韩国市场客户资源##[S]，拓展公司@@产品销售渠道##[S]。
- 定期@@跟踪客户反馈##[S]，及时@@解决客户问题##[S]，提高客户满意度。
- 协调内部资源，确保@@订单处理流程##[S]顺畅，保证@@客户服务质量##[S]。
- 参加@@行业展会##[S]和@@商务洽谈会##[S]，扩大公司品牌影响力。
- 出差东南亚地区，包括且不限于韩国，日本，",,,
107,商务写作,S,matched,http://data.europa.eu/esco/skill/be40c4c3-a855-4d67-9ca5-6f4428c34b0d,provide written content,0.641,185,纳恩博（常州）科技有限公司,海外销售经理 (MJ003808),常州,葡萄牙语,"区域销售经理：
岗位职责：
1.负责分管国际市场的@@市场开拓##[S]与@@维护##[S]，落实@@市场开拓计划##[S]及@@销售目标##[S]；
2.协助区域销售总监对所分管区域市场的@@开拓##[S]，@@市场推广##[S]及@@品牌建设##[S]进行管理及协同；
3.完成年度公司的@@国际业务开拓计划##[S]及@@销售计划##[S]；
4.负责所分管客户的@@客户管理##[S]，@@订",,,
108,安排差旅、酒店预订和交通安排,S,matched,http://data.europa.eu/esco/skill/936a42f0-a586-4595-9e47-ca93210761fd,process reservations,0.551,3621,深圳市尚水智能股份有限公司,总经理助理（日语/英语）,深圳,日语,"【岗位职责】

1、提供初步@@筛选##[S]和处理来自内外部的电话、邮件和其他通信，确保信息传达到适当的人员。

2、@@管理日常行政工作##[S]，如@@文件管理##[S]、@@数据输入##[S]、@@档案维护##[S]和@@文书处理##[S]等。

3、协助@@安排会议、培训和活动##[S]，并负责@@预订场地##[S]、@@发送邀请函##[S]、@@准备会议资料##[S]和@@记录会议纪要",,,
109,drug safety management issues,S,matched,http://data.europa.eu/esco/skill/d97880ee-434d-4085-aeff-1a76ac21071e,manage medication safety issues,0.561,2662,上海康德弘翼医学临床研究有限公司,Drug Safety Supervisor药物安全主管,武汉,日语,"工作职责:
1. Achieves successful delivery of @@safety management services##[S] meeting internal and external client needs.
61 Serves as the primary @@client liaison##[S] for @@drug safety management issue",,,
110,督促销售目标达成,S,matched,http://data.europa.eu/esco/skill/b99aa3b8-0066-46b2-a027-30afae444ad8,implement sales strategies,0.7524,1214,科威尔技术股份有限公司,国际贸易部销售(韩语),合肥,韩语,"工作职责:
1.销售支持：深入理解了解公司产品及技术方案，配合代理商完成客户技术@@沟通##[S]，拜访等； 配合产品部人员提供方案，进行@@讲解##[S]和@@技术答疑##[S]； 
2.代理商管理：日常同代理商进行@@沟通##[S]，@@督促销售目标达成##[S]，@@收集月报##[S]； 产品知识及应用@@培训##[S]；
3.市场营销：参加所负责区域展会，论坛； 组织代理商召开产品发布会；",,,
111,制定销售策略及营销计划,S,matched,http://data.europa.eu/esco/skill/b99aa3b8-0066-46b2-a027-30afae444ad8,implement sales strategies,0.8951,3092,健帆生物科技集团股份有限公司,区域销售总监,珠海,通用小语种,"工作职责
1、@@组织与管理销售团队##[S]，负责所辖国家的@@市场开拓##[S]及@@销售目标的达成##[S]。
2、@@制定本区域营销计划##[S]、@@分解销售目标##[S]。并对销售进行@@销售目标的量化考核##[S]。
3、@@落实相关品牌市场策略##[S]及@@学术活动##[S]，保持与当地医学专家的良好关系。
4、能够@@处理市场趋势、需求变化、竞争对手和客户反馈方面的信息##[S",,,
112,细分市场及全渠道管理,S,matched,http://data.europa.eu/esco/skill/4ffec20b-5bbb-47a2-bed5-eb70c4cbb572,manage sales channels,0.68,3183,东莞铭普光磁股份有限公司,海外销售,深圳,通用小语种,"1.负责当地市场@@渠道开拓##[S]，@@零售覆盖及渠道建设和管理##[S]，对相应的@@销售考核指标及经营指标##[K]负责(欧美发达国家)；
2.配合@@线下营销活动和线上数字营销的策划与执行##[S]，@@培育市场##[S]、@@生成线索##[S]，@@定向拉动销售##[S]；
3.参与当地@@户外产品/消费类产品销售策略制定##[S]，@@细分市场及全渠道管理##[S]。
任职要求
1.",,,
113,销售目标制定与达成,S,matched,http://data.europa.eu/esco/skill/b99aa3b8-0066-46b2-a027-30afae444ad8,implement sales strategies,0.8017,1878,深圳市铭利达精密技术股份有限公司,市场经理（储能逆变器）,东莞,"日语, 西班牙语, 韩语","工作职责：
1、@@市场调研与分析##[S]：负责@@收集和分析市场的相关信息##[S]，包括行业动态、竞争对手、客户需求等。定期进行@@市场趋势预测##[S]，为公司的产品研发和市场策略提供依据。
2、@@产品规划与推广##[S]：根据市场调研结果，@@制定市场定位和推广策略##[S]。@@参与产品研发##[S]，确保产品符合市场需求和行业发展趋势。
3、@@销售目标制定与达成##[S]：@@制",,,
114,开发管理,S,matched,http://data.europa.eu/esco/skill/83b33952-3872-46ec-9a2e-b28f91303a7e,oversee development of software,0.7031,2625,上海汉得信息技术股份有限公司,ERP咨询顾问,西安,日语,"岗位职责：
1、面向制造业客户提供@@ERP(SAP或Dynamics365）的实施交付顾问工作##[S]，作业内容包括@@要件定义##[S]、@@蓝图设计##[S]、@@开发功能设计##[S]、@@开发管理##[S]、@@系统测试##[S]、@@数据迁移##[S]、@@用户培训##[S]、@@用户测试支持##[S]、@@上线后支持##[S]等。
2、整个作业过程中需严格遵循客户的项目管理要求，包",,,
115,制程问题解决,S,matched,http://data.europa.eu/esco/skill/14832d87-2f2f-4895-b290-e4760ebae42a,solve technical problems,0.678,3268,天马微电子股份有限公司,组装设备岗 (MJ008980),武汉,日语,岗位职责：1、流畅@@英语##[L]或@@日语##[L]口语交流能力，根据业务需求面对面交流或回复英文、日文专项报告 2、负责组装&复杂模组现场@@设备异常##[S]和@@制程问题解决##[S]，维持生产稳定。 3、负责组装&复杂模组@@FTY提升##[S]，材料（背光、lens、POL等）@@损耗改善##[S]。 4. 负责组装&复杂模组制程重大异常及客诉问题解决、@@8D报告编写##[S]。 ,,,
116,制定并购策略,S,matched,http://data.europa.eu/esco/skill/b99aa3b8-0066-46b2-a027-30afae444ad8,implement sales strategies,0.7266,1563,常州市建筑科学研究院集团股份有限公司,投资并购经理,常州,通用小语种,"岗位信息：此岗位属于集团战略投资部招聘所用；

岗位职责：
1、市场与行业研究：@@深入分析检测认证行业的市场动态、竞争格局及潜在并购机会##[S]，@@制定并购策略##[S]和@@目标公司筛选标准##[S]。
2、目标公司筛选与评估：@@识别并筛选符合公司战略发展需求的潜在并购目标##[S]，进行@@初步评估分析##[S]。
3、尽职调查：@@组织并领导专业团队对目标公司进行全面深入的尽职调查#",,,
117,仓库管理经验,S,matched,http://data.europa.eu/esco/skill/63359272-1303-41d5-a437-f4522f5abcc2,manage warehouse organisation,0.609,3802,深圳市拓享科技有限公司,仓库主管,深圳,"越南语, 通用小语种","职位概述：
作为仓库主管，您将负责监督和管理仓库的日常运作，确保库存管理的准确性，优化仓库空间和提高仓库团队的工作效率。您需要具备出色的@@组织能力##[T]、@@领导能力##[T]和对细节的关注能力，以确保仓库运作顺畅，满足公司的物流需求。
主要职责：
1. 仓库管理：
 - @@监督仓库的日常运作##[S]，包括@@收货##[S]、@@存储##[S]、@@拣货##[S]、@@打包##[S]和@",,,
118,系统方案开发维护,S,matched,http://data.europa.eu/esco/skill/fbbcb9ab-4b95-4e57-a756-30d08b7da7a5,maintain ICT system,0.656,2072,深圳市英威腾电气股份有限公司,技术支持工程师（韩语）(J11348),沈阳,韩语,"工作职责:
1、熟悉@@变频器##[K]、@@PLC##[S]、@@伺服产品##[K]，对国外客户进行产品及应用方面的@@技术培训##[S]、@@售后问题的指导和处理##[S]；
2、负责国外展会@@技术支持##[S]，@@技术推广##[S]、@@现场应用调试##[S]和@@培训##[S]；负责海外客户OEM行业@@系统项目开发##[S]； 
3、负责协助业务人员进行@@方案沟通交流##[S]、@",,,
119,产品技术相关的培训,S,matched,http://data.europa.eu/esco/skill/4c5d616e-f6d8-4fb4-8ce6-89a4b048b916,create training materials,0.7572,3076,上海永利带业股份有限公司,海外销售工程师（马来语）,上海,马来语,"岗位职责：
1、根据年度销售目标，制定@@营销和销售的战略和详细实施计划##[S]
2、分析@@国家市场战略##[S]，为客户引入正确的产品和服务，为客户创造价值；
3、发掘@@新客户和新业务潜力##[S]；
4、@@客户关系管理##[S]/@@大客户管理##[S]；
5、与主要客户组合发展并维持长期信任关系；
6、全面了解客户的需求和要求，解决@@客户问题##[S]；
7、为当地团队提供全面的产",,,
120,制定相应的风险控制措施,S,matched,http://data.europa.eu/esco/skill/873f205a-05f8-45f8-b544-fe963a3edc1e,address identified risks,0.614,760,长兴天赢进出口有限公司,外贸跟单员,湖州,通用小语种,"1. 订单管理与跟进：负责接收、处理、跟进外贸订单，确保订单信息的准确性和完整性，及时与客户、供应商@@沟通##[T]，协调解决订单执行过程中的问题。
2. 生产进度与质量监控：与生产部门密切合作，跟踪生产进度，确保订单按时交货；同时@@监控产品质量##[S]，确保产品符合合同要求及质量标准。
3. 物流与运输协调：与物流公司@@沟通合作##[T]，安排货物的运输、报关、报检等事宜，确保货物按时、",,,
121,处理及改善跟进,S,matched,http://data.europa.eu/esco/skill/75b30aeb-34c0-40f4-b77d-271d75a98b14,improve business processes,0.591,3427,四维尔丸井（广州）汽车零部件有限公司,质量工程师,广州,日语,"岗位职责：
1）负责量产阶段产品@@品质改善##[S]活动；
2）负责@@客户抱怨的处理##[S]、@@不良信息的展开##[S]、@@改善报告回复##[S]、@@验证##[S]；
3）负责@@市场投诉##[S]、@@市场索赔处理##[S]及汇报；
4）负责@@收集客户标准##[S]、@@过往缺陷##[S]、@@限度样件##[S]、@@检具##[S]、@@基准##[S]等对相关人员@@培训##[S]",,,
122,信息调研,S,matched,http://data.europa.eu/esco/skill/0b8da079-f587-403f-a6ad-cd18b8150044,gather technical information,0.7095,329,天润工业技术股份有限公司,泰语外贸业务员,威海,泰语,"1.负责@@调研及开拓国内及国外新的整车或发动机公司##[S]，以及公司已有客户的@@新产品项目调研##[S]；
2.@@编制新客户及已有客户新产品项目调研报告##[S]，并报公司各级相关领导进行审批；
3.@@保持与新客户和已有客户新产品项目的沟通##[S]，@@推进项目进程##[S]；
4.@@组织协调公司各部门进行多方论证评审##[S]；
5.@@编制新客户及已有客户新产品项目确定报告##[",,,
123,原型与线框图,S,matched,http://data.europa.eu/esco/skill/797a4416-0b8d-44f3-8fcd-eb10bd0be6b4,develop software prototype,0.529,1252,武汉互创联合科技有限公司,UI设计师,武汉,通用小语种,"工作职责：
@@用户体验设计##[S]： 负责为医疗软件@@创建直观、用户友好的界面##[S]。
@@视觉设计##[S]： @@设计系统的整体视觉风格##[S]，包括色彩方案、图标、字体等，以符合医疗行业的专业性和可靠性。
@@原型与线框图##[S]： @@创建高保真和低保真的原型及线框图##[S]，用于内部评审和用户测试。
@@用户研究##[S]： 理解客户的具体需求，包括但不限于用户习惯、工作",,,
124,店面形象维护,S,matched,http://data.europa.eu/esco/skill/bf427845-c3ad-45ab-af73-49994394e6bf,manage the store image,0.508,1498,深圳传音控股股份有限公司,海外营销经理(J16709),深圳,通用小语种,"工作职责:
职位描述：
REVOO 所在的电动出行领域是一个新兴且快速增长的赛道，我们对其未来充满信心。
在这个关键时刻，我们正在寻找一位年轻有动力的营销人加入我们的团队，以达成从零开始建设业务并以有限资源获取在地影响力的挑战。
工作职责：
1.区域市场管理：负责埃塞俄比亚、坦桑尼亚、卢旺达三国市场的@@开发##[S]和@@业务推进##[S]，包括在地@@全域营销动作落地##[S]、@@社交媒体运",,,
125,开展离任审计,S,matched,http://data.europa.eu/esco/skill/095fdace-1cc3-4e80-b37b-268fe297904a,prepare audit activities,0.7359,2139,科沃斯机器人股份有限公司,廉洁监察经理,苏州,通用小语种,"1、@@推进、完善公司内稽核监察体系建设##[S]工作；
2、@@开展离任审计##[S]等工作，在内部审计过程中合理关注和检查可能存在的舞弊行为；
4、独立对获得的各类舞弊线索@@开展调查##[S]，@@编写内部调查报告##[S]；
5、负责与外部审计机构及集团风控审计项目@@对接##[S]，@@审计需求的承接##[S]即@@资料的收集、整理、提供##[S]工作；
6、能运用@@经侦手段##[K]",,,
126,客户回款跟踪,S,no_match,custom:skill/64dae819b86a,[CUSTOM] 客户回款跟踪 (self-defined),0.4809,3135,舒华体育股份有限公司,韩语外贸销售员,上海,韩语,"负责亚太大区健身器材海外销售工作，有销售kpi指标要求，有国内外出差任务。
要求：认可销售工作，@@英语##[L]、@@韩语##[L]听说读写流利；有韩国学习、工作或生活经验优先。
主要职责：
1、@@销售计划拟定##[S]：依据国际营销中心销售计划@@制定月度目标##[S]，并@@分解到日##[S]，按日推进；@@制定每个季度、每个月度的销售计划##[S]，确保销售目标的实现。
2、@@客户维护",,,
127,参与产品设计,S,no_match,custom:skill/1265bf586ce8,[CUSTOM] 参与产品设计 (self-defined),0.0,64,芜湖福赛科技股份有限公司,产品开发部长,芜湖,日语,"职责描述：
1.根据公司的发展战略，@@建立产品工程科的发展规划##[S]；
2.@@负责产品开发部工作目标的编制与执行##[S]；
3.@@负责产品开发部员工的培训、培养、挑选##[S]；
4.@@负责指导员工按产品开发相关程序开展工作##[S]；
5.@@领导产品开发团队解决公司研发及量产产品存在的技术问题##[S]；
6.在工艺、设备采购、模具等开发过程中提供工支持；
7.@@参与产品设计#",,,
128,技术可行性,S,no_match,custom:skill/2d1070f997fc,[CUSTOM] 技术可行性 (self-defined),0.0,3321,深圳市思达仪表有限公司,海外国家经理（法语）,深圳,"法语, 通用小语种","岗位职责：
开拓国际市场、推广产品并获取订单，包括：
1.开拓和维护目标市场：研究目标市场的文化、经济、政策等因素，制定有效的市场策略；
2. 品牌和产品推广： 通过多种渠道和手段将产品信息传递给目标市场的潜在客户，提高产品的知名度和市场接受度；
3. 客户关系管理：负责目标市场的客户开发和维护工作，建立稳定的客户关系网络；
4. 市场研究和情报收集：定期收集和分析国际市场趋势、竞争对手动态等信息",,,
129,公共常用研发物资的储备,S,no_match,custom:skill/da34a59c4175,[CUSTOM] 公共常用研发物资的储备 (self-defined),0.0,2077,四川科伦博泰生物医药股份有限公司,科伦研究院-研发物资库管员(J11940),成都,通用小语种,"工作职责:
负责研发物资日常工作的正常开展，@@采购申请的库存审核##[S]，@@公共常用研发物资的储备##[S]，确保研发物资收发存准确，账、卡、物一致，防止差错和混淆。
1、@@执行公司所有管理制度##[S]和各项工作指令；
2、负责组内外@@工作沟通和协调##[T]，接收各项工作指令和通知，并对执行完成情况及时@@追踪及反馈##[S]；
3、负责根据库存信息@@审核各部门物资采购申请##[S",,,
130,冲压模具调试,S,no_match,custom:skill/c227dc39a5d2,[CUSTOM] 冲压模具调试 (self-defined),0.0,114,华翔金属科技股份有限公司,模具专家,长春,日语,"15年以上@@车身冲压件工艺设计##[S]、@@模具设计##[S]经验
5年以上@@车身冲压件工艺审核##[S]、@@模具审核##[S]经验
熟悉@@冲压工艺作业流程##[K]、@@冲压工艺规划##[K]
具备独立阅读@@英##[L]、@@日文##[L]产品图纸的能力
熟悉@@车身冲压零件常用原材料牌号及性能##[K]、@@原材料代用情况##[K]
熟知@@德系、欧系、日系及国内主要主机厂车身冲压",,,
131,Manage CCAR and NCR,S,no_match,custom:skill/9aab4b59151e,[CUSTOM] Manage CCAR and NCR (self-defined),0.0,1590,中微半导体设备（上海）股份有限公司,Sr. Supplier Quality Manager,南昌,"法语, 波兰语","1.	SQE Responsibilities:
1)	Lead the Nanchang SQE team, ensuring efficient task completion, achievement of GMO KPIs, and alignment with headquarters' strategies.
2)	Manage CCAR and NCR for the Nanchan",,,
132,新产品设计开发,S,no_match,custom:skill/b245cffb3017,[CUSTOM] 新产品设计开发 (self-defined),0.0,2923,深圳顺络电子股份有限公司,产品研发工程师,东莞,通用小语种,"岗位职责：
1.负责@@新产品设计开发##[S]和@@中试制作##[S]，@@设计验证的实施##[S]和@@控制##[S]；
2.负责前期产品的@@报价##[S]相关及@@客户技术支持##[S]；
3.负责@@编制新产品开发资料##[S]，及在产品寿命周期内的@@更新##[S]；
4.负责@@组织并实施新产品设计与原材料、结构等相关的变更##[S]；
5.参与新产品的@@工艺/工程参数##[S]、",,,
133,把握客户痛点,S,no_match,custom:skill/72c683c499b7,[CUSTOM] 把握客户痛点 (self-defined),0.0,935,惠州亿纬锂能股份有限公司,日语销售,惠州,日语,"工作内容：
1、洞察锂电池市场，在企业战略和高层管理者层面把握客户痛点；
2、对重点项目实行高度聚焦，与高层管理者建立可信赖的关系；
3、制定长期策略和产品方案，可以创造性的满足客户需求导入。


职位要求
1、本科学历以上，有大客户公关经验；
2、对新能源市场有深入的认知，能够把握客户痛点；
3、强烈的成就导向，不达目的不放弃的公关精神。   （来自 马克数据网）",,,
134,路面机械行业销售经验,S,no_match,custom:skill/ae3b7086d5be,[CUSTOM] 路面机械行业销售经验 (self-defined),0.0,3032,福建省铁拓机械股份有限公司,外贸业务员（俄语）,泉州,俄语,"一、岗位要求：
1、大专以上学历，年龄20-30周岁，具备专业水平@@英语##[L]、@@俄语##[L]，@@口语交流##[S]及@@阅读能力##[S]强，能和客户娴熟@@对话##[T]与@@沟通##[T]；
2、***，性格外向；
3、具备有@@路面机械行业销售经验##[S]。",,,
135,开发跟进客户的能力,S,no_match,custom:skill/d13582d6de6a,[CUSTOM] 开发跟进客户的能力 (self-defined),0.0,3830,广州市鸿利显示电子有限公司,外贸业务员（韩语）,广州,韩语,"岗位职责：
1. 负责韩国市场的开发与维护，建立稳定的客户关系；
2. 根据公司及部门业绩规划，制定区域销售拓展计划，策划并监督业务销售活动，确保全年的业绩指标、客户发展目标及区域各项绩效指标的达成；
3. 新客户开发及老客户维护，及时有效地回复客户需求，相关资料整理，为客户提供主动、热情、满意、周到的服务，制定计划及执行方案并实施确保完成销售任务；
4. 负责客户来访接待事宜，包括行程安排以及会",,,
136,新项目开发各阶段预定目标的达成,S,no_match,custom:skill/bc4405b98622,[CUSTOM] 新项目开发各阶段预定目标的达成 (self-defined),0.0,1263,江苏精研科技股份有限公司,产品工程师（韩语方向）,常州,韩语,"岗位职责：
1.参与从报价阶段的@@项目评估##[S]，@@项目立项##[S]并@@组织项目启动会议##[S]做好前期策划；
2.@@组建项目小组##[S]，@@确定项目开发目标书、各职能负责人及相应职责##[S]；
3.@@制订项目计划##[S]并@@监督项目的进度##[S]，并按项目计划@@召集各阶段评审会议##[S]，并完成各阶段的@@总结报告##[S]；
4.项目立项后与客户@@沟通项目开",,,
137,complete tasks,S,no_match,custom:skill/fa489f6748fd,[CUSTOM] complete tasks (self-defined),0.0,3238,中微半导体设备（上海）股份有限公司,Sr. Supplier Quality Manager（Nanchang）,南昌,"法语, 波兰语","Key responsibilities 主要职责：
1)	Strategic Alignment &amp; Performance: @@Lead the Nanchang SQE team##[S] to meet GMO KPIs, @@align with headquarters' strategies##[S], and efficiently @@complete tasks##[",,,
138,组织研发部人员实施研究院各类项目,S,no_match,custom:skill/cd22dce57f54,[CUSTOM] 组织研发部人员实施研究院各类项目 (self-defined),0.0,2988,厦门华联电子股份有限公司,研发部经理（研究院）,厦门,通用小语种,"（一）岗位职责
1、技术创新规划：@@获取并分析市场、客户及公司内部需求##[S]，@@主持研究院牵头的项目开发实施##[S]及@@技术路线提炼##[S]，包括@@创新类研发课题制定##[S]、@@创新能力培养##[S]、@@创新项目产品转化##[S]等。
2、研发部管理：@@组织研发部人员实施研究院各类项目##[S]，@@把关项目整体技术方案##[S]，@@协调研发部开发资源分配##[S]，@@",,,
